nom_complet,siren,nb_sites,nb_departements,departements
LAITERIE DES ETANGS DE SOMMERON,835780057,2,1,02
EARL DES 90 JALOIS,417925518,2,1,02
SARL LEDUC,345405591,1,1,02
ARNAUD DEGEZELLE (L'UNIVERS D'ARNAUD),899261507,1,1,02
ETABLISSEMENTS LESIRE ET ROGER,337180905,1,1,02
LES FROMAGERS DE THIERACHE (FROMAGERIE DU NOUVION),315332569,1,1,02
LAILAND,439220286,1,1,02
FROMAGERIE DU DOLLOIR (FROMAGERIE DU DOLLOIR),917527798,1,1,02
LES BEGUETS,352499602,1,1,03
FROMAGES BACH (FROMAGES BACH),883636359,1,1,03
FORMAGERIE DE PIERREFITE,492342795,1,1,03
COOP LAITIERE VALLEE UBAYE,782385553,2,1,04
SOCIETE FROMAGERE DE PROVENCE (SOCIETE FROMAGERE DE PROVENCE) (SFP),381379817,1,1,04
SOCIETE D EXPLOITATION DE LA LAITERIE DU COL BAYARD,386350052,4,1,05
SABRINA LATOUR,824370563,2,1,05
FROMAGERIE EBRARD,838331015,1,1,05
GAEC FERME DES MOULINS (FERME DES MOULINS),949781058,1,1,05
LA FERME DE SAMUEL,977691039,1,1,05
SARL ATELIER ALPIN FROMAGERIE DE LA DURANCE,424057321,1,1,05
COOPERATIVE LAITIERE DES ALPES DU SUD,782429443,1,1,05
SAS VARRY (LA FERME D'ANNA ET SIMON),900624289,1,1,05
FROMAGERIE DE CHATEAU QUEYRAS (FROM CHATEAU QUEYRAS),345220578,1,1,05
LA FROMAGERIE DU CHAMPSAUR,812390029,1,1,05
GAEC AGREE FROMAGERIE DE LA RORIA,402409148,1,1,06
PAPILLES D'ARDECHE,900423070,2,1,07
LES FROMAGERS FERMIERS DU PEYTOT,493844773,1,1,07
LES FROMAGES EN BALADE,949204002,1,1,07
FROMAGERIE DE LA CORE CAZALAS,508086683,2,1,09
LE MOULIS (LE MOULIS),420100166,1,1,09
SA FROMAGERIE JEAN FAUP,310336938,1,1,09
FROM' ST LARY (LE PIC DE LA CALABASSE),904735339,1,1,09
MICHEL ROUGE (ROUGE MICHEL),508973617,1,1,09
COL DEL FACH (FROMAGERIE DU COL DEL FACH),878504836,1,1,09
FROMAGERIE DE LA SESTIERE,891136988,1,1,09
FROMAGERIE DE CHAMP SUR BARSE (FROMAGERIE DE CHAMP SUR BARSE),818725822,2,1,10
FROMAGERIE D'AUXON,329823322,1,1,10
NOUVELLE FROMAGERIE DE VAUDES,480057298,1,1,10
FROMAGERIE DE MUSSY SUR SEINE,403207988,1,1,10
CLAIRE THENARD (LA FABRIQUE A FROMAGE),508111127,1,1,11
SOCIETE FROMAGERE DE RODEZ,384349247,5,1,12
FROMAGERIES PAPILLON,391900917,5,1,12
JEAN-FRANCOIS RICARD,533466546,5,1,12
ETABLISSEMENTS GABRIEL COULET,926180035,5,1,12
SOCIETE AFFINAGE-CONDITIONNEMENT,434085510,4,1,12
RICARD VERNIERES,540016813,4,1,12
ETABLISSEMENTS CARLES,339938458,4,1,12
COOP.FROMAGERE DES BERGERS DU LARZAC,403785033,3,1,12
YVES COMBES SARL,384596979,3,1,12
SARL PEGUES,389827015,2,1,12
LE CARTAYROU,402325690,2,1,12
LA FROMAGERIE DES ARTISOUS,834837130,2,1,12
FROMABON,393084256,1,1,12
SEGUIN FRERES,790719124,1,1,12
SARL BOYER FREDERIC,790995245,1,1,12
FERME DU CAUSSE (LE PANIER),753794668,1,1,12
SOCIETE FROMAGERE DE REQUISTA,434057261,1,1,12
SOCIETE FROMAGERE DE SAINT AFRIQUE,434087185,1,1,12
AUTOUR DES BUIS DES CABASSES FROMAGERIE (ABCA),532073384,1,1,12
LA FERME D'AMBERT,852117266,1,1,12
SAS VECODIS (VECODIS),821002524,1,1,12
LA FROMAGERE HAAS - POMAREDE,811912393,1,1,12
LAITAJ,535316871,3,1,13
JUNE,897747192,2,1,13
LA CAVE DU FROMAGER,828069815,1,1,13
CHANTAL GIRAUD (AGNELLI) (LES DELICES DE PROVENCE),326244340,1,1,13
CASSIS AGRO SERVICES,410037071,1,1,13
LA LAITERIE MARSEILLAISE (LA LAITERIE MARSEILLAISE),853040087,1,1,13
MORGAN PAGNI,819614710,1,1,13
LES CAPITELLES,435300157,1,1,13
FROMAGERIE MILIOTI,921836946,1,1,13
CAMILLE CORRAO (CAMILA BRUA),910826601,1,1,13
KARINE PEDINI,505119297,1,1,13
SOCIETE FROMAGERE D'ORBEC,403106800,3,1,14
SOCIETE FROMAGERE DE BERNIERES-D'AILLY (SFBA),501994073,2,1,14
SOCIETE FROMAGERE DE CLECY,501994107,1,1,14
SOCIETE FROMAGERE DE SAINT PIERRE EN AUGE (SFSPA),502191588,1,1,14
LA TOME DU VERNAY,908330798,1,1,14
JEREMY THOMAS (THOMAS JEREMY),754058915,1,1,14
"FROMAGERIE DU PLESSIS (DOMAINE DU PLESSIS, PAUL LAUNAY)",386980023,1,1,14
FROMAGERIE DE LIVAROT,428937932,1,1,14
JACQUES LEBAILLY,750725681,1,1,14
SEBASTIEN BERCOT (EIRL BERCOT),804882694,1,1,14
AFFINIA LACTUM (FROMAGERIE MAITRE PENNEC),808421788,1,1,14
CASSANDRE MICHEL (ERNOULT) (LA FROMAGERIE DU GRANDOUET),842769044,1,1,14
ETABLISSEMENTS JEAN BONAL,912535010,7,1,15
FROMAGERIE DES MONTS DU CANTAL,484325501,6,1,15
ETABLISSEMENTS GARDON,537180028,4,1,15
SARL AURLAIT,388117855,3,1,15
L'ELEVEUR OCCITAN,398430025,2,1,15
FROMAGERIE CONDUTIER,490569647,2,1,15
MARCEL CHARRADE ET COMPAGNIE,316755032,2,1,15
SOCIETE FROMAGERE DE CONDAT (SFC),348609355,1,1,15
SOCIETE FROMAGERE DE RIOM,384246286,1,1,15
L ARTISOU DE LA MARGERIDE,487552655,1,1,15
COOPERATIVE FERMIERS REUNIS DU CANTAL,779099886,1,1,15
COOPERATIVE LAITIERE AGRICOLE,779102466,1,1,15
SOCIETE COOPERATIVE AGRICOLE LAITIERE DE TANAVELLE,779109925,1,1,15
SAS BEX YOAN (LES DELICES DE LA FLEURETTE),849918024,1,1,15
CASSAGNE PONS AFFINAGE,949610745,1,1,15
SOC COOP AGRICOLE LAITIERE DE BOURIANNES,779085901,1,1,15
SOC COOPERAT AGRIC LAITIERE LA PLANEZE (COOPERATIVE LAITIERE DE LA PLANEZE),779096783,1,1,15
SOCIETE COOPERATIVE AGRICOLE LAITIERE,779097369,1,1,15
FERME DE REQUIRAN,838517241,1,1,15
LA FERME DE CLEDART,892317256,1,1,15
SARL LE MANSLOIS,382572154,1,1,16
FROM A COEUR,439002130,1,1,16
HAPPY GOAT (HAPPY GOAT),948377700,1,1,16
GRAND'OUCHE,314815457,1,1,16
MELANIE BOURSIN,431605997,2,1,17
FROMAGERIE DE MORTAFOND,801937376,1,1,17
LE PETIT TAUGONNAIS (LE PETIT TAUGONNAIS),847767894,1,1,17
ROMAIN DUBOIS (ROMAIN DUBOIS),788591253,2,1,18
ETABLISSEMENTS DUBOIS-BOULAY,693720260,1,1,18
CLEMENT GROS (FROMAGERIE DE LA VERMANCHE),843590068,1,1,18
FROMAGERIE D ORVAL,329175418,1,1,18
LES 13 BLES,793095720,1,1,18
LAITERIE FEUX,418552931,1,1,18
EUR PRO DU CHER,482046232,1,1,18
SAS FERME DE LA PRADE,911666444,1,1,19
LA FROMAGERIE VARSOISE,321152282,1,1,19
LUDOVIC ROCHE (FROMAGERIE ROCHE),514697465,1,1,19
LAITERIE FROMAGERIE DUROUX,381514819,1,1,19
ALAIN BERGER,340324474,2,1,21
FROMAGERIE BERTHAUT,316608942,2,1,21
TIPPAGRAL,352765507,1,1,21
FROMAGERIE ABBAYE DE CITEAUX,908194467,1,1,21
CORALIE ROUSSELET (FROMAGERIE DE DAMPIERRE EN MONTAGNE),914518113,1,1,21
FROMAGERIE GAUGRY,950003996,1,1,21
LAITERIE NOUVELLE DE L'ARGUENON (LNA),025550120,3,1,22
GWENAELLE SEGALEN (QUENIAT) (LA TOMMEUH D'API),804598258,1,1,22
LES FERMES VAUMADEUC (FROMAGERIE VAUMADEUC),809676430,1,1,22
FREDERIQUE MOUCHEL (AUBIGNAT),341581114,1,1,23
SOC LAITIERE DE THEIX,388950792,1,1,23
SE CHAVEGRAND,450414420,1,1,23
SARL DES SOURCES,894776731,1,1,23
FROMAGERIE DE VEDRENAS,830713772,1,1,23
LE CHEVREFEUILLE,350494613,2,1,24
PICANDINE SAS,380280131,1,1,24
CHENE VERT (CHENE VERT),385022041,1,1,24
FROMARSAC (FROMARSAC),331260083,1,1,24
MENNO WITJES,792987596,1,1,24
LAETITIA ZDEG ZILIOTTO (ZDEG-ZILIOTTO) (LA FROMAGERIE LES P TITS CHEVRES),850283755,1,1,24
FROMAGERIE BADOZ,393280052,9,1,25
FROMAGERIE DE CLERVAL (FDC),712820620,5,1,25
FRUITIERE DE MONTMAHOUX,431505858,3,1,25
SOC COOP AGRIC FROM FRUIT PIERREFONTAINE,778337055,3,1,25
SANCEY RICHARD FROMAGERIE DU MONT D'OR,492442389,2,1,25
FROMAGERIE MONNIN,395315088,2,1,25
LEHMANN,485220040,2,1,25
FROMAGERIE MICHELIN FABRICE,478481039,2,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE SUR LA VOIE DU SEL,778272237,2,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DES VILLAGES REUNIS,778275289,2,1,25
SOC COOP AGRIC FROMAGE. FRUIT BONNETAGE,778300186,2,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DU BERCEAU DU COMTE,778307173,2,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DE SAINT ANTOINE - LES HOPITAUX,778317008,2,1,25
SOC COOP FROMAGERIE MONT ET VALLEE,778337519,2,1,25
SOC COOP. FROMAGERIE FRUITIERES REUNIS,778352591,2,1,25
SOC COOP AGRI FROMA FR VALOREILLE FLEURY,778355040,2,1,25
FROMAGERIE NAPIOT (FROMAGERIE DU VAL D'USIERS),323085696,2,1,25
SOC COOP AGRIC FROMAG INDEVILLERS GLERE,301642401,2,1,25
SOC COOP AGRI FROMAG FRUIT FINS SUCHAUX,301642427,2,1,25
SOC COOP AGRIC FROMAG FRUIT. DES JARRONS,304709850,2,1,25
SOC COOP FROMAG FRUITIERE CHAPELLE BOIS,778302380,2,1,25
SOC COOP AGRIC FROMAGE. CHAPELLE D'HUIN,778302463,2,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE A COMTE DE COURVIERES,778305466,2,1,25
SOC COOP AG FROMAG FRUIT MIROIR DU COMTE,778311423,2,1,25
SOC COOP FROM FRUIT LONGEVELLE CHAMESEY,778320986,2,1,25
SOC COOP AGRIC FROMAG. FRUIT. MONTLEBON,778331645,2,1,25
SCAF LA FRUITIERE DE MOUTHE,778333690,2,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE A COMTE PASSAVANT CHAZOT,778336693,2,1,25
STE AGRICOLE FRUITIERES VALLON DE SANCEY,778348789,2,1,25
POITREY LA BELLE ETOILE,500082136,1,1,25
FROMAGERIE DU MASSIF JURASSIEN EN ABREGE FR.M.J. (FR.M.J.),499730208,1,1,25
SA PERRIN VERMOT,306474610,1,1,25
SOCIETE FROMAGERE DE VERCEL,390242493,1,1,25
LONGEVILLES MT D'OR FROMAGERIE ARNAUD,403130560,1,1,25
SOC COOP AGRIC FROM FRUIT ARC S-S CICON,778272096,1,1,25
SOC COOP AGRICOLE DE FROMAGERIE,778277624,1,1,25
SOC COOP AGR FROM FR PLATEAU BELLEHERBE,778277772,1,1,25
SOC COOPERATIVE DE FROMAGERIE,778300178,1,1,25
SOC COOP AGR FROM FRUIT PLATEAU BOUCLANS,778300335,1,1,25
SOC COOP AGR FROMAG FRUIT CHARMAUVILLERS,778302554,1,1,25
SOC COOP.FROMAGERIE FRUITIERE LOUE LISON,778303727,1,1,25
SOC COOP FROMAGERIE FRUITIERE DE DOUBS,778307579,1,1,25
STE COOP AGRI DE FROMAGERIE LA FRUITIERE,778308635,1,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DES SOURCES DE LA LOUE,778309443,1,1,25
SCAF FRUITIERE LES FINS COMTE,778310672,1,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DU PAYS DE COURBET,778310912,1,1,25
SOC COOP FROMAGERIE FRUITIERE DE GILLEY,778313361,1,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DES CRETES DU HAUT DOUBS,778314922,1,1,25
SCAF LA FRUITIERE DE VILLERS -LES MAJORS,778318758,1,1,25
SOC COOP AGRIC FROMAG FRUIT LAVANS VUIL.,778319699,1,1,25
SOC COOP AGRIC FROMA FRUIT LAVIRON (SCAF LA FRUITIERE),778319830,1,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DE LA BRUNE LA MARE,778320655,1,1,25
SCAF LA FRUITIERE DE LA SEIGNETTE,778320663,1,1,25
SCAF COOPERATIVE DES FERMIERS HAUT-DOUBS,778322099,1,1,25
SOC COOP AGRI FROMAG FRUIT NARBIEF BIZOT,778334318,1,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE LES PONTETS,778342949,1,1,25
SOC COOP. AGRICOLE FROMAGERIE LE RUSSEY,778346502,1,1,25
SOCIETE DE PRODUCTION DE LA FROMAGERIE DE MONTBELIARD (SOCIETE DE PRODUCTION DE LA FROMAGERIE DE MONTBELIARD),850969494,1,1,25
FROMAGERIE PHILIPPE,329274476,1,1,25
FROMAGERIE MULIN,322356494,1,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE DE MONTBELIARD,753017839,1,1,25
SOC AFFINAGE JOLY,398739847,1,1,25
SOC COOP AGRIC FROMAG FRUIT. DE FRASNE,622810463,1,1,25
SOC COOP AGR. FROMAG. FRUIT. DES FOURGS,311159560,1,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DES PATURAGES DU LOMONT,319357414,1,1,25
LUCAS BERNARDAU (LJ FROMAGE),911638724,1,1,25
AURELIEN PHILIPPE,842017543,1,1,25
CHRISTOPHE BOISSON,812021707,1,1,25
FROMAGERIE DE LA HAUTE COMBE,789949658,1,1,25
SOC COOP AGR FROM FRUIT BOLANDOZ REUGNEY,778299909,1,1,25
SOC COOP AGRIC FROMAG. FRUIT. BOUJAILLES,778300491,1,1,25
SOC COOP AGRIC FROMAGE FRUIT. BREMONDANS,778300954,1,1,25
SOC COOP AGRIC FROM. FRUIT CHAUX GILLEY,778303537,1,1,25
SCAF LA FRUITIERE DES COTEAUX D'ORNANS,778307884,1,1,25
SOC COOP AGRI FROM FRUIT PREMIERS SAPINS,778308361,1,1,25
LA FRUITIERE DES PLATEAUX D'AMANCEY,778308767,1,1,25
SOC FROM FRUITIERE FLANGEBOUCHE-SOMMETTE,778311027,1,1,25
SOC COOP AGRIC FROMAGERIE FRUIT. FONTAIN,778311191,1,1,25
SOC COOP AGRI FROMAG FRUIT GUYANS VENNES,778315945,1,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DES LACS,778318337,1,1,25
SCA DE FROMAGERIE LONGEVILLES MONT D'OR,778321315,1,1,25
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DE LA REVEROTTE,778321463,1,1,25
SCAF LA FRUITIERE DE LA RIVIERE DRUGEON,778344861,1,1,25
SCAF FRUITIERE COMTE DE VERNIERFONTAINE,778356451,1,1,25
SOC COOP AGRIC FROMAGERIE FRUIT. LOMONT,778357301,1,1,25
ANTONIO RODRIGUEZ (CAPRAIDE),882640113,2,1,26
SANDRINE POZIN (LA TOMME CAPRA),509547386,1,1,26
CAVET PICODONS (PICODON-CAVET),399731249,1,1,26
SA FROMAGERIE ALPINE,060502069,1,1,26
SAS DU COLLET,982756066,1,1,26
SAMIA GUILLOT (GUILLOT SAMIA),532924313,1,1,26
CARDOT,803524958,1,1,26
FROMAGERIE PELLISSIER,882524440,1,1,26
SOCIETE DE LA FROMAGERIE BOURSIN,304465461,1,1,27
SA PERAULT FROMAGERIE DE LA CAILLETERIE,390051340,1,1,27
AVI AGRO ALIMENTAIRE,399399039,1,1,28
FRANCOIS QUIENNE (FROMAGERIE DU CAP),830619078,1,1,29
GWENNOLA JOUIN,835140021,1,1,29
INDIVISION COLLIOU,333430668,1,1,29
X-LAB (LES TROIS SOURCES FROMAGERIE),879704641,1,1,29
ZABALA PATRICK,511295172,1,1,30
SARL FROMAGERIE LECOQ-MAHE,378188593,1,1,30
STEPHANE LEMERCIER (CAMARGUE FROMAGE LE MAS DU TRIDENT),443053889,1,1,30
LES DELICES DE CELINE,839869682,1,1,30
LA FROMAGERIE DES LOUBES,328431127,1,1,30
XAVIER (FROMAGERIE XAVIER),442285631,5,1,31
FROMAGERIE DE CABRIOLE,882347388,2,1,31
LAITERIE BLANCA,951341676,2,1,31
KER VONYCK (CHEZ MATHILDE),841773195,1,1,31
MARGAUX BOUSCATEL (OPTILAIT),910174580,1,1,31
L'ATELIER D'ANTOINE,919913343,1,1,31
LES PETITES LOUCHES,908417686,1,1,32
SOC COOP LAITERIE VILLECOMTAL,331577833,1,1,32
A. PARKER,499302685,1,1,32
FROMAGERIE BEAUSEJOUR (FROMAGERIE BEAUSEJOUR),798760468,1,1,33
CHEESE HUB,842597122,1,1,33
FROMAGES DU SALAGOU (FORMAGES DU SALAGOU),537588923,1,1,34
DOMINIQUE LAURIA (LAURIA DOMINIQUE),494779143,1,1,34
FROMAGERIE DU MEZARD (FDM),518376314,1,1,35
SOCIETE FROMAGERE DE RETIERS,403032329,1,1,35
MARIE-LINE LEROUX (LA LYRE A FROMAGE),880366083,1,1,35
ERICA HICKS,484241948,1,1,35
MALIGUEN (MALIGUEN),898907902,1,1,35
LA GERMILLOTTE (LA GERMILLOTTE),922278635,1,1,35
BOUCHERIE CLEUNAY,922625975,1,1,35
L'ETABLE RONDE,509311189,1,1,35
FROMAGERIE D'ANJOUIN,442959664,2,1,36
SA FROMAGERIE PIERRE JACQUIN ET FILS,324511179,1,1,36
SOCIETE D'AFFINAGE DE FROMAGES DE CHEVRES FERMIERS SAFCF - ETS MOURE (SAFCF),409777489,1,1,36
LES FROMAGES DU MOULIN (LES FROMAGES DU MOULIN),400013009,2,1,37
LE VAZEREAU,347851875,1,1,37
ASSOC CHEVRIERS DE TOURAINE,392050043,1,1,37
QUENTIN FROMAGER (QUENTIN FROMAGER),909607913,1,1,37
FROMAGERIE MAURICE - LA VACHE FERMIERE,520267832,1,1,37
LES SAVEURS DE LA THIBAUDIERE,491736070,1,1,37
CORINNE GRONDEAU (MAUDET) (LES FROMAGES DE CHEVRE DE MINA COCO),481618767,1,1,37
LA FROMAGERIE DU GRESIVAUDAN,977569052,2,1,38
LES FROMAGERIES DES TERROIRS DU SUD (FTS),322804147,1,1,38
ETS BERNARD LAITERIE CHATELARD,321674848,1,1,38
SOCIETE FROMAGERE DE SAINT JUST (SFSJ),479453813,1,1,38
SOC COOP AGRIC FRUITIERE MIRIBEL ECHELLE,779569128,1,1,38
SOCIETE COOPERATIVE VERCORS LAIT,779641992,1,1,38
FERME DU SABOT,801630229,1,1,38
ORLANDO (LA FROMAGERIE D'ORLANDO),853317246,1,1,38
LA FROMAGERIE DES ALPES,830236097,1,1,38
SOCIETE FROMAGERE DE SAINT CHRISTOPHE SUR GUIERS (SFSC),779507771,1,1,38
FROMAGERIE LE MURINOIS,528625445,1,1,38
FROMAGERIE DU DAUPHINE (FDD),059501130,1,1,38
EMMANUEL DE ROSA (LA VOIE LACTEE),512909268,1,1,38
FROMAGERIE ROCHAS,819124892,1,1,38
FROMAGERIES VAGNE CONSTANT ET COMPAGNIE,626580096,2,1,39
COOP AGRICOLE FROMAGERE DU MONT ORGIER,390158020,2,1,39
SCAF FRUITIERE PLATEAU DE NOZEROY,778363614,2,1,39
SCAF FRUITIERE DE GRANDE RIVIERE MORBIER,778387704,2,1,39
SOCIETE COOPERATIVE AGRICOLE FROMAGERE FRUITIERE DU TEMPS COMTE (SCAF),778401232,2,1,39
JURA-TERROIR,493366926,1,1,39
LA FROMAGERIE DU REVERMONT,377738109,1,1,39
FROMAGERIE ROY,377957881,1,1,39
FROMAGERIE DE MONTBRILLANT,324520857,1,1,39
SOC COOP DE LAIT BIOLOGIQUE VAL DE LOUE,402278147,1,1,39
SCAF FONCINE LE HAUT,443972211,1,1,39
ETABLISSEMENTS RIVOIRE-JACQUEMIN,645550161,1,1,39
SOCIETE COOPERATIVE AGRICOLE FRUITIERE FROMAGERE DU PLATEAU ARBOISIEN (SCAF),778359745,1,1,39
SOC COOP AGRI FROMAGERE DES ERYTHRONES (SCAF),778361378,1,1,39
SOC COOP AGRI FROMAGERE CHEVIGNY (SCAF),778372656,1,1,39
STE COOP AGRICOLE FROMAGERE DE LA FERTE (SCAF),778385385,1,1,39
SCAF FRUITIERE LE FIED CHAMOLE,778385500,1,1,39
SCAF FRUITIERE DE LA ST CHRISTOPHE,778388983,1,1,39
SCAF DU VILLAGE,778390799,1,1,39
SOCIETE COOPERATIVE AGRICOLE FROMAGERE FRUITIERE DE FROIDEFONTAINE-DOYE,778399618,1,1,39
SOC COOP AGRI FROMAGERE PLEURE-GATEY,778411769,1,1,39
SOCIETE COOPERATIVE AGRICOLE DE FROMAGERIE LA FRUITIERE DES PATURAGES DE NOZEROY (SCAF),778415455,1,1,39
S.C.A.F FRUITIERE SAINT JULIEN SUR SURAN,778423772,1,1,39
STE COOP AGRI FRUITIERE FROMAGERE (SCAF),778425868,1,1,39
SOCIETE COOPERATIVE AGRICOLE FROMAGERE FRUITIERE A COMTE DE POLIGNY TOURMONT (SCAF),778430082,1,1,39
FROMAGERIE DU HAUT JURA,809731102,1,1,39
UNION DE COOPERATIVES AGRICOLES LAITIERE DES MOIDONS,389632258,1,1,39
FROMAGERIE DES GRANDS PRES (FROMAGERIE DES GRANDS PRES),821838869,1,1,39
TBF FROMAGES,879438687,1,1,39
SOCIETE FROMAGERE DE LONS LE SAUNIER,399378660,1,1,39
NICOLE ET FILS,411454846,1,1,39
FROMAGERIE ARTISANALE POULET. H.,533618435,1,1,39
UNION COOP AGRI FRUITIERE TRADITIONNELLE (U.C.A.F.T.) (UCAFT),317929214,1,1,39
SONIA OUDOT (POUX - BERTHE) (FROMAGERIE DE CHAUX DES CROTENAY),482690567,1,1,39
SCAF FRUITIERE D ARINTHOD,778360800,1,1,39
SCAF FRUITIERE DE LA BAROCHE (SCAF),778386532,1,1,39
SCAF FRUITIERE DE GIGNY SUR SURAN,778387415,1,1,39
SOCIETE COOPERATIVE AGRICOLE FROMAGERE FRUITIERE A COMTE DE LA SOURCE DE L'AIN (SCAF),778387498,1,1,39
SOCIETE COOPERATIVE AGRICOLE FROMAGERE LA FRUITIERE DU PAYS GRANDVALLIER (S.C.A.F.),778388355,1,1,39
COOP AGRIC FRUITIERE COTEAUX DE SEILLE,778389866,1,1,39
SOC COOP AGRI FROM FRUIT MTS BALERNE (SCAF),778397299,1,1,39
SOC COOP AGRI FROMAGERE DE LA MARRE,778398412,1,1,39
STE COOP AGRI FROM FRUITIERE VAL D'AMOUR (SCAF),778409300,1,1,39
SOC COOP AGRI FRUITIERE PLASNE BARRTAINE (SCAF),778411629,1,1,39
SCAF DE ST MAURICE EN MONTAGNE,778425264,1,1,39
SOC COOP AGRI FROMAGERE VALEMPOULIERES,778430348,1,1,39
SOCIETE COOPERATIVE AGRICOLE FROMAGERE FRUITIERE DU MONT RIVEL,778430546,1,1,39
STE COOP AGRICOLE FROMAGERE FRUITIERE,778431395,1,1,39
FROMAGERIE MOREL (FROMAGERIE MOREL),918668542,1,1,39
LAITERIE DE MONTOIRE SUR LOIR,380932350,1,1,41
MOREAU (FROMAGERIE MOREAU),393732672,1,1,41
LES FROMAGERES DE VILLEQUEMOY,917986911,1,1,41
MONS - FROMAGER AFFINEUR,380656488,3,1,42
ENTREPRISE LAITIERE DE SAUVAIN -E.L.S.,788892305,2,1,42
JEAN VALLES (FROMAGERIE JEAN-BENOIT),318551868,1,1,42
IMMOBILIERE DES PAYS D'URFE,501535470,1,1,42
ALTERMONTS (ALTERMONTS),842403552,1,1,42
L'ATELIER QUEBECOIS,922554282,1,1,42
TISSOT,908835283,1,1,42
SAS JDN (FROMAGERIE LA BRUYERE),822595427,1,1,42
SOCIETE FROMAGERE DE SAINT BONNET,494006349,1,1,42
FERME DU HAUT FOREZ,891395030,1,1,42
LES NOISETIERS (LES NOISETIERS),802061465,2,1,43
COMPAGNIE FROMAGERE DE LA VALLEE DE L'ANCE (FROMAGERIE DE BEAUZAC) (CFVA),314830050,1,1,43
FROMAGERIE DE JUSSAC,792714008,1,1,43
SAS LAITERIE DU VAL D'ANCENIS,347570350,2,1,44
UHRENHOLT A-S,412896490,1,1,44
MAISON HEUDE,834655227,2,1,44
SOCIETE FROMAGERE DE BOUVRON,399341304,1,1,44
LA PACAUDINE (ALP-ROUSSE),921817425,1,1,44
LE MANEGE A FROMAGES,907649289,1,1,44
SYLVAIN CAHAREL (FROMAGERIE DE VILLATTE),799486758,1,1,44
MAISON HEUDE GUERANDE,889062386,1,1,44
LECOQ,478438104,1,1,44
DAIRYGOLD FOOD INGREDIENTS,513797076,1,1,44
JULIEN FREMONT (FREMONT FROMAGES),879577526,1,1,44
LAITERIE NANTAISE (LAITERIE NANTAISE),894294073,1,1,44
LA TOME DE COUERON,979761301,1,1,44
CHEVRELOGNE (CHEVRELOGNE),793686130,1,1,45
PIERRE MEJECAZE,423649342,2,1,46
LES FERMIERS DU ROCAMADOUR,383907342,1,1,46
SOCIETE FROMAGERE DE LOUBRESSAC (SFL),479518565,1,1,46
LE BOIS D'AMALTHEE,800285637,1,1,46
FROMAGERIE CHAPELLE,793388273,1,1,46
LAURENT VALETTE (FROMAGERIE VALETTE),800908915,1,1,46
FROMAGERIE LA GAYRIE (FROMAGERIE LA GAYRIE),823731351,1,1,46
LA FROMAGERIE DU QUERCY,383814340,1,1,46
LES FERMIERS DU ROCAMADOUR,503408973,1,1,46
FERME LA BORIE D'IMBERT,887592434,1,1,46
SARL DE CROZEFOND (SARL DE CROZEFOND),412918773,2,1,47
LA FROMAGERIE DE LA LEMANCE,414029785,1,1,47
FROMAGERIE BAECHLER (FROMAGERIE BAECHLER),332197896,1,1,47
SARL LAITERIE RISSOAN,347514119,1,1,48
SOCIETE FROMAGERE DU MASSEGROS,434113700,1,1,48
FROMAGERIE DE HYELZAS,509148532,1,1,48
FROMAGERS DE LOZERE,539472548,1,1,48
BURON DE LA TREILLE (BURON DE LA TREILLE),821649241,1,1,48
LE FERMIER GOURMAND,951403708,1,1,48
SOCIETE BENOIT-CHAPERT,314658493,1,1,48
FROMAGERIE ARS,882194202,1,1,48
LA FROMAGERIE DES CEVENNES,776116154,1,1,48
SARL DU GENNETAY,434307567,1,1,49
ETABLISSEMENTS L. TESSIER (FROMAGERIE TESSIER),667180392,1,1,49
FROMAGERIE DE VIHIERS,350546719,1,1,49
SYLVIE JOBARD (JOBARD SYLVIE),791885684,1,1,49
LA P'TITE FABRIQUE,893692699,1,1,49
LES MAITRES LAITIERS DU COTENTIN (CMLC),338154610,5,1,50
JOURDAN,831078258,1,1,50
SOCIETE FROMAGERE DE SAINTE CECILE,399332618,1,1,50
LA FROMAGERIE DE PAIN D'AVAINE,419734710,1,1,50
